SMILES,Molecular Formula,MolWeight,logP,Hydrogen Acceptors,Hydrogen Donors,TopologicalPolarSurfaceArea,RingCount,Charge,Covalent_Unit_Count,Isotopic_Atom_Count,Total_Atom_Stereo_Count,Defined_Atom_Stereo_Count,Undefined_Atom_Stereo_Count,Total_Bond_Stereo_Count,Defined_Bond_Stereo_Count,Undefined_Bond_Stereo_Count,Can_Smi,IUPAC,Mol_Form,Compound_CID,Molecular_Formula,IUPAC_Name,Antioxidant,Anti-inflammatory,Toxic
O[C@H]([C@H]1C2=CC=C(CCC(OC3=C4C=C(OC)C=C3)=CC4=O)C=C2O5)[C@H]5[C@@H](O)C(OC(CCC6=CC=C(OC)C=C6)=C7)=C1C7=O,,608.643,4.6346,9,2,128.57,7,0,1,0,4,4,0,0,0,0,COc1ccc(CCc2cc(=O)c3c(o2)[C@H](O)[C@H]2Oc4cc(CCc5cc(=O)c6cc(OC)ccc6o5)ccc4[C@@H]3[C@H]2O)cc1,,C36H32O9,,,,FALSE,TRUE,FALSE
O[C@H]([C@]1(C)CO)[C@H](O)C[C@@]2(C)C1CC[C@]3(C)C2CC=C4[C@@]3(C)CC[C@@]5(C(O)=O)CCC(C)(C)[C@@H](O)C45,,504.708,4.1476,5,5,118.22,5,0,1,0,11,8,3,0,0,0,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CCC4[C@@]5(C)C[C@@H](O)[C@H](O)[C@](C)(CO)C5CC[C@]43C)C2[C@@H]1O,,C30H48O6,,,,FALSE,TRUE,FALSE
O[C@H]([C@]1(C)CO)[C@H](O)C[C@@]2(C)C1CC[C@]3(C)C2CC=C4[C@@]3(C)CC[C@@]5(C(O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)=O)CCC(C)(C)[C@@H](O)C45,,666.849,1.4061,11,8,197.37,6,0,1,0,16,13,3,0,0,0,CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CCC4[C@@]5(C)C[C@@H](O)[C@H](O)[C@](C)(CO)C5CC[C@]43C)C2[C@@H]1O,"[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] (1S,4aR,6aS,6bR,9S,10R,11R,12aR)-1,10,11-trihydroxy-9-(hydroxymethyl)-2,2,6a,6b,9,12a-hexamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylate",C36H58O11,,,,FALSE,TRUE,FALSE
O[C@H]([C@]1(CO)C)[C@H](O)C[C@@]2(C)C1CC[C@]3(C)C2CC=C4[C@@]3(C)CC[C@@]5(C(O)=O)CCC(C)(C)CC45,,488.709,5.1768,4,4,97.99,5,0,1,0,10,7,3,0,0,0,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CCC4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)C5CC[C@]43C)C2C1,"(4aS,6aS,6bR,9R,10R,11R,12aR)-10,11-dihydroxy-9-(hydroxymethyl)-2,2,6a,6b,9,12a-hexamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid",C30H48O5,,,,FALSE,TRUE,FALSE
O[C@H]([C@]1(CO)C)[C@H](O)C[C@@]2(C)C1CC[C@]3(C)C2CC=C4[C@@]3(C)CC[C@@]5(C(O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)=O)CCC(C)(C)CC45,,650.85,2.4353,10,7,177.14,6,0,1,0,15,12,3,0,0,0,CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CCC4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)C5CC[C@]43C)C2C1,"[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] (4aS,6aS,6bR,9R,10R,11R,12aR)-10,11-dihydroxy-9-(hydroxymethyl)-2,2,6a,6b,9,12a-hexamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylate",C36H58O10,,,,FALSE,TRUE,FALSE
O[C@H]([C@]1(CO)C)[C@H](O)C[C@@]2(C)C1CC[C@]3(C)C2CC=C4[C@@]3(C)CC[C@@]5(C(O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)=O)CCC(C)(C)[C@@H](O)C45,,666.849,1.4061,11,8,197.37,6,0,1,0,16,13,3,0,0,0,CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CCC4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)C5CC[C@]43C)C2[C@@H]1O,"[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] (1S,4aR,6aS,6bR,9R,10R,11R,12aR)-1,10,11-trihydroxy-9-(hydroxymethyl)-2,2,6a,6b,9,12a-hexamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylate",C36H58O11,,,,FALSE,TRUE,FALSE
O[C@H]([C@]1(CO)C)[C@H](O)C[C@@]2(C)C1CC[C@]3(C)C2CCC4[C@@]3(C)CC[C@]5(C(O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)=O)C4[C@H](C(C)=C)CC5,,650.85,2.2912,10,7,177.14,6,0,1,0,17,13,4,0,0,0,C=C(C)[C@@H]1CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(CCC4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)C5CC[C@]43C)C12,,C36H58O10,,,,FALSE,TRUE,FALSE
O[C@H]1C([C@H]2[C@@]([C@@H]3[C@]([C@]4(C(=CC3)[C@H]3[C@@](CC4)(CC[C@H]([C@]3(O)C)C)C(=O)O)C)(CC2)C)(C[C@H]1O)C)(C)C,,488.709,5.1752,4,4,97.99,5,0,1,0,11,11,0,0,0,0,C[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2[C@]1(C)O,"(1R,2R,4aS,6aR,6aS,6bR,8aR,10S,11R,12aR,14bS)-1,10,11-trihydroxy-1,2,6a,6b,9,9,12a-heptamethyl-2,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid",C30H48O5,,,,FALSE,TRUE,FALSE
O[C@H]1CC[C@@]2(C)C(CC[C@]3(C)C2CC=C4[C@@]3(C)CC[C@]5(C=O)C4[C@@H](C)[C@H](C)CC5)C1(C)C,,440.712,7.2038,2,1,37.3,5,0,1,0,10,7,3,0,0,0,C[C@@H]1C2C3=CCC4[C@@]5(C)CC[C@H](O)C(C)(C)C5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C=O)CC[C@H]1C,,C30H48O2,,,,FALSE,TRUE,FALSE
O[C@H]1C[C@]2([H])[C@@](CC[C@]23[C@@H](C)C[C@](O3)([H])/C=C(C)/CO)(C)C[C@@]4([H])/C(C(C=C4C)=O)=C1/CO,,416.558,3.0939,5,3,86.99,4,0,1,0,7,7,0,2,2,0,CC1=CC(=O)/C2=C(\CO)[C@@H](O)C[C@H]3[C@@]4(CC[C@]3(C)C[C@H]12)O[C@@H](/C=C(\C)CO)C[C@@H]4C,,C25H36O5,,,,FALSE,TRUE,FALSE
O[C@H]1[C@@H](O)C[C@@](C([C@]2([H])C3)=C1OC)(CCN2C=O)C4=C3C=CC(OC)=C4O,,361.394,0.4514,6,3,99.46,4,0,1,0,4,4,0,0,0,0,COC1=C2[C@@H]3Cc4ccc(OC)c(O)c4[C@]2(CCN3C=O)C[C@H](O)[C@@H]1O,,C19H23NO6,,,,FALSE,TRUE,FALSE
O[C@H]1[C@@H]([C@@H]([C@H](O[C@@H]1C)OC[C@@H]2O[C@@H]([C@H]([C@@H]([C@H]2O)O)O)OC(C(C3=C(C=C(C=C3O4)OC)O)=O)=C4C(C=C5)=CC(O)=C5O)O)O,,624.548,-1.3841,16,9,258.43,5,0,1,0,10,10,0,0,0,0,COc1cc(O)c2c(=O)c(O[C@H]3O[C@@H](CO[C@H]4O[C@H](C)[C@@H](O)[C@H](O)[C@@H]4O)[C@H](O)[C@@H](O)[C@@H]3O)c(-c3ccc(O)c(O)c3)oc2c1,,C28H32O16,,,,FALSE,TRUE,FALSE
O[C@H]1[C@@H]([C@@H]([C@H](O[C@@H]1C)OC[C@@H]2O[C@@H]([C@H]([C@@H]([C@H]2O)O)O)OC(C(C3=C(C=C(C=C3O4)OC)O)=O)=C4C(C=C5)=CC(O)=C5OC)O)O,,638.575,-1.0811,16,8,247.43,5,0,1,0,10,10,0,0,0,0,COc1cc(O)c2c(=O)c(O[C@H]3O[C@@H](CO[C@H]4O[C@H](C)[C@@H](O)[C@H](O)[C@@H]4O)[C@H](O)[C@@H](O)[C@@H]3O)c(-c3ccc(OC)c(O)c3)oc2c1,,C29H34O16,,,,FALSE,TRUE,FALSE
O[C@H]1[C@@H]([C@@H]([C@H](O[C@@H]1C)OC[C@@H]2O[C@@H]([C@H]([C@@H]([C@H]2O)O)O)OC(C(C3=C(C=C(C=C3O4)OC)O)=O)=C4C(C=C5)=CC(OC)=C5OC)O)O,,652.602,-0.7781,16,7,236.43,5,0,1,0,10,10,0,0,0,0,COc1cc(O)c2c(=O)c(O[C@H]3O[C@@H](CO[C@H]4O[C@H](C)[C@@H](O)[C@H](O)[C@@H]4O)[C@H](O)[C@@H](O)[C@@H]3O)c(-c3ccc(OC)c(OC)c3)oc2c1,,C30H36O16,,,,FALSE,TRUE,FALSE
O[C@H]1[C@@H]([C@@]2([C@@](C1)(C1=CC[C@H]([C@@](C1=CC2)(CCC(=O)O)C)C(=C)C)C)C)[C@@H](CCC(=C)C(C)C)C(=O)O,,498.704,6.7966,3,3,94.83,3,0,1,0,7,7,0,0,0,0,C=C(CC[C@@H](C(=O)O)[C@H]1[C@H](O)C[C@@]2(C)C3=CC[C@@H](C(=C)C)[C@](C)(CCC(=O)O)C3=CC[C@]12C)C(C)C,"(2R)-2-[(2R,3R,3aR,6S,7S,9bR)-6-(2-carboxyethyl)-2-hydroxy-3a,6,9b-trimethyl-7-prop-1-en-2-yl-1,2,3,4,7,8-hexahydrocyclopenta[a]naphthalen-3-yl]-6-methyl-5-methylideneheptanoic acid",C31H46O5,,,,FALSE,TRUE,FALSE
O[C@H]1[C@@H]([C@@]2([C@]([C@H]3[C@]([C@H]4C(=CC3)C(C(=O)[C@@H](O)C4)(C)C)(C(=O)C2)C)(C1)C)C)[C@](O)(C)C(=O)/C=C/C(OC(=O)C)(C)C,,558.712,3.4993,8,3,138.2,4,0,1,0,9,9,0,1,1,0,CC(=O)OC(C)(C)/C=C/C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C[C@H](O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C,"[(E,6R)-6-[(2S,8S,9R,10R,13R,14S,16R,17R)-2,16-dihydroxy-4,4,9,13,14-pentamethyl-3,11-dioxo-2,7,8,10,12,15,16,17-octahydro-1H-cyclopenta[a]phenanthren-17-yl]-6-hydroxy-2-methyl-5-oxohept-3-en-2-yl] acetate",C32H46O8,,,,FALSE,TRUE,FALSE
O[C@H]1[C@@H]([C@@]2([C@]([C@H]3[C@]([C@H]4C(=CC3)C(C(=O)[C@@H](O)C4)(C)C)(C(=O)C2)C)(C1)C)C)[C@](O)(C)C(=O)CCC(O)(C)C,,518.691,3.1525,7,4,132.13,4,0,1,0,9,9,0,0,0,0,CC(C)(O)CCC(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C[C@H](O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C,"(2S,8S,9R,10R,13R,14S,16R,17R)-17-[(2R)-2,6-dihydroxy-6-methyl-3-oxoheptan-2-yl]-2,16-dihydroxy-4,4,9,13,14-pentamethyl-2,7,8,10,12,15,16,17-octahydro-1H-cyclopenta[a]phenanthrene-3,11-dione",C30H46O7,,,,FALSE,TRUE,FALSE
O[C@H]1[C@@H]2C3=CC=C4C(OC(CCC5=CC=CC=C5)=CC4=O)=C3O[C@H]1[C@@H](C(OC(CCC6=CC=CC=C6)=C7)=C2C7=O)O,,548.591,4.6174,7,2,110.11,7,0,1,0,4,4,0,0,0,0,O=c1cc(CCc2ccccc2)oc2c1[C@H]1c3ccc4c(=O)cc(CCc5ccccc5)oc4c3O[C@@H]([C@@H]2O)[C@H]1O,"(1R,13R,14S,21S)-14,21-dihydroxy-8,17-bis(2-phenylethyl)-9,12,16-trioxapentacyclo[11.7.1.02,11.05,10.015,20]henicosa-2(11),3,5(10),7,15(20),17-hexaene-6,19-dione",C34H28O7,,,,FALSE,TRUE,FALSE
O[C@H]1[C@H](O)[C@@H](CO)O[C@@H](OC2=C(C(CCC3=CC=C(O)C=C3)=O)C(O)=CC(O)=C2)[C@@H]1O,,436.413,-0.2024,10,7,177.14,3,0,1,0,5,5,0,0,0,0,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,,C21H24O10,,,,FALSE,TRUE,FALSE
O[C@H]1[C@H]2C3=C(C=CC(OC)=C3O[C@H]1[C@@H](C(OC(CCC4=CC=CC=C4)=C5)=C2C5=O)O)CCC6=COC7=CC=C(C=C7C6=O)OC,,608.643,4.6346,9,2,128.57,7,0,1,0,4,4,0,0,0,0,COc1ccc2occ(CCc3ccc(OC)c4c3[C@H]3c5c(oc(CCc6ccccc6)cc5=O)[C@@H](O)[C@H](O4)[C@H]3O)c(=O)c2c1,,C36H32O9,,,,FALSE,TRUE,FALSE
O[C@H]1[C@H]2[C@]([C@]3([C@@H]([C@@]4([C@@H](CC3)C([C@@H](O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO)CO)CC4)(C)C)C)C1)C)(CC[C@@H]2[C@@](O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO)(CCC=C(C)C)C)C,,1109.307,-2.2026,23,15,377.29,8,0,1,0,30,30,0,0,0,0,CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@]12C,"(2R,3R,4S,5S,6R)-2-[[(2R,3S,4S,5R,6S)-6-[(2S)-2-[(3S,5R,8R,9R,10R,12R,13R,14R,17S)-3-[(2R,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-12-hydroxy-4,4,8,10,14-pentamethyl-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl]-6-methylhept-5-en-2-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",C54H92O23,,,,FALSE,TRUE,FALSE
O[C@H]1[C@]([C@@H]2[C@]([C@@H](C(=C)CC2)C/C=C/2\[C@H](O)COC2=O)(CC1)C)(CO)C,,350.455,1.9626,5,3,86.99,3,0,1,0,6,6,0,1,1,0,C=C1CC[C@H]2[C@@](C)(CC[C@@H](O)[C@@]2(C)CO)[C@@H]1C/C=C1/C(=O)OC[C@H]1O,"(3E,4S)-3-[2-[(1R,4aS,5R,6R,8aS)-6-hydroxy-5-(hydroxymethyl)-5,8a-dimethyl-2-methylidene-3,4,4a,6,7,8-hexahydro-1H-naphthalen-1-yl]ethylidene]-4-hydroxyoxolan-2-one",C20H30O5,,,,FALSE,TRUE,FALSE
O[C@H]1[C@]([H])([C@@H](O)CCCCCC)/C(C(O)=O)=C(C(O)=O)\C[C@]([H])([C@@H](O)[C@H](O2)CC=CC2=O)CC3=C1C(OC3=O)=O,,536.53,0.7832,10,5,204.96,3,0,1,0,6,6,0,1,1,0,CCCCCC[C@H](O)[C@@H]1/C(C(=O)O)=C(/C(=O)O)C[C@H]([C@@H](O)[C@H]2CC=CC(=O)O2)CC2=C(C(=O)OC2=O)[C@H]1O,,C26H32O12,,,,FALSE,TRUE,FALSE
O[C@]1(C)C[C@H](OC(/C=C(C)/C)=O)[C@@H]2C(OC(C2=C)=O)[C@]3([H])[C@@]14C=C[C@]3(OO4)C,,376.405,1.7622,7,1,91.29,4,0,1,0,7,6,1,0,0,0,CC(=CC(=O)O[C@H]1C[C@@](C)(O)[C@]23[C@@H](C4[C@@H]1C(=C)C(=O)O4)[C@](OO2)(C=C3)C)C,,C20H24O7,,,,FALSE,TRUE,FALSE
O[C@]1(C)[C@H](OC(/C(C)=C/C)=O)C[C@@H]2C(OC(C2=C)=O)[C@]3([H])[C@@]14[C@@H](O4)[C@@H]5[C@]3(O5)C,,376.405,1.0418,7,1,97.89,5,0,1,0,9,8,1,1,1,0,C/C=C(/C(=O)O[C@@H]1C[C@H]2C(=C)C(=O)OC2[C@@H]2[C@@]3([C@]1(C)O)O[C@H]3[C@@H]1[C@]2(O1)C)\C,,C20H24O7,,,,FALSE,TRUE,FALSE
O[C@]1(C)[C@H](OC(/C(C)=C/C)=O)C[C@@H]2C(OC(C2=C)=O)[C@]3([H])[C@]14[C@H](O4)[C@H]5[C@@]3(O5)C,,376.405,1.0418,7,1,97.89,5,0,1,0,9,8,1,1,1,0,C/C=C(/C(=O)O[C@@H]1C[C@H]2C(=C)C(=O)OC2[C@@H]2[C@]3([C@]1(C)O)O[C@@H]3[C@H]1[C@@]2(O1)C)\C,,C20H24O7,,,,FALSE,TRUE,FALSE
O[C@]1(C)[C@H](OC(/C(C)=C\C)=O)C[C@@H]2C(OC(C2=C)=O)[C@]3([H])[C@@]14[C@@H](O4)[C@@H](O)[C@]3(O)C,,394.42,-0.0038,8,3,125.82,4,0,1,0,9,8,1,1,1,0,C/C=C(\C(=O)O[C@@H]1C[C@H]2C(=C)C(=O)OC2[C@@H]2[C@@]3([C@]1(C)O)O[C@H]3[C@H]([C@@]2(C)O)O)/C,,C20H26O8,,,,FALSE,TRUE,FALSE
O[C@]1(C)[C@H](OC(/C(C)=C\C)=O)C[C@@H]2C(OC(C2=C)=O)[C@]3([H])[C@@]14[C@@H](O4)[C@@H]5[C@]3(O5)C,,376.405,1.0418,7,1,97.89,5,0,1,0,9,8,1,1,1,0,C/C=C(\C(=O)O[C@@H]1C[C@H]2C(=C)C(=O)OC2[C@@H]2[C@@]3([C@]1(C)O)O[C@H]3[C@@H]1[C@]2(O1)C)/C,,C20H24O7,,,,FALSE,TRUE,FALSE
O[C@]1(C)[C@H](OC(/C(C)=C\C)=O)C[C@@H]2[C@H](OC(C2=C)=O)[C@]3([H])[C@]1(O4)[C@H]4[C@H]5[C@]3(C)O5,,376.405,1.0418,7,1,97.89,5,0,1,0,9,9,0,1,1,0,C=C1C(=O)O[C@H]2[C@H]1C[C@@H](OC(=O)/C(C)=C\C)[C@@](C)(O)[C@@]13O[C@@H]1[C@@H]1O[C@]1(C)[C@H]23,"[(1S,2R,3R,5S,9S,10S,11R,13S,14R)-2-hydroxy-2,11-dimethyl-6-methylidene-7-oxo-8,12,15-trioxapentacyclo[8.5.0.01,14.05,9.011,13]pentadecan-3-yl] (Z)-2-methylbut-2-enoate",C20H24O7,,,,FALSE,TRUE,FALSE
O[C@]1(C)[C@H](OC(/C=C(C)/C)=O)C[C@@H]2C(OC(C2=C)=O)[C@]3([H])[C@]14[C@H](O4)[C@H]5[C@@]3(O5)C,,376.405,1.0418,7,1,97.89,5,0,1,0,9,8,1,0,0,0,CC(=CC(=O)O[C@@H]1C[C@H]2C(=C)C(=O)OC2[C@@H]2[C@]3([C@]1(C)O)O[C@@H]3[C@H]1[C@@]2(O1)C)C,,C20H24O7,,,,FALSE,TRUE,FALSE
O[C@]1(C)[C@H](OC(C(C)=C)=O)C[C@@H]2C(OC(C2=C)=O)[C@]3([H])[C@@]14[C@@H](O4)[C@H](Cl)[C@]3(O)C,,398.839,0.8526,7,2,105.59,4,0,1,0,9,8,1,0,0,0,CC(=C)C(=O)O[C@@H]1C[C@H]2C(=C)C(=O)OC2[C@@H]2[C@@]3([C@]1(C)O)O[C@H]3[C@@H]([C@@]2(C)O)Cl,,C19H23ClO7,,,,FALSE,TRUE,FALSE
O[C@]1(O2)[C@H](C)C[C@H](OC(/C(C)=C/C)=O)C(/C(O3)=C\[C@]2(C)CC1)=C(COC(C)=O)C3=O,,420.458,2.4623,8,1,108.36,3,0,1,0,4,4,0,2,2,0,C/C=C(\C)C(=O)O[C@H]1C[C@@H](C)[C@@]2(O)CC[C@@](C)(/C=C3/OC(=O)C(COC(C)=O)=C31)O2,,C22H28O8,,,,FALSE,TRUE,FALSE
O[C@]1(O2)[C@H](C)C[C@H](OC(C(C)=C)=O)C(/C(O3)=C\[C@]2(C)CC1)=C(COC(C)=O)C3=O,,406.431,2.0722,8,1,108.36,3,0,1,0,4,4,0,1,1,0,C=C(C)C(=O)O[C@H]1C[C@@H](C)[C@@]2(O)CC[C@@](C)(/C=C3/OC(=O)C(COC(C)=O)=C31)O2,,C21H26O8,,,,FALSE,TRUE,FALSE
O[C@]1([C@@H]([C@@]2([C@H](C(CCC2)(C)C)CC1)C)CC[C@](O)(C)C=C)C,,308.506,4.6972,2,2,40.46,2,0,1,0,5,5,0,0,0,0,C=C[C@](C)(O)CC[C@@H]1[C@@]2(C)CCCC(C)(C)[C@@H]2CC[C@@]1(C)O,"(1R,2R,4aS,8aS)-1-[(3R)-3-hydroxy-3-methylpent-4-enyl]-2,5,5,8a-tetramethyl-3,4,4a,6,7,8-hexahydro-1H-naphthalen-2-ol",C20H36O2,,,,FALSE,TRUE,FALSE
O[C@]1([C@@H]([C@]2([C@@H](C([C@@H](OC(=O)C)CC2)(C)C)CC1)C)COc1cc2oc(=O)ccc2cc1)C,,442.552,4.707,6,1,85.97,4,0,1,0,5,5,0,0,0,0,CC(=O)O[C@H]1CC[C@]2(C)[C@H](CC[C@@](C)(O)[C@@H]2COc2ccc3ccc(=O)oc3c2)C1(C)C,"[(2S,4aR,5S,6R,8aS)-6-hydroxy-1,1,4a,6-tetramethyl-5-[(2-oxochromen-7-yl)oxymethyl]-3,4,5,7,8,8a-hexahydro-2H-naphthalen-2-yl] acetate",C26H34O6,,,,FALSE,TRUE,FALSE
O[C@]1([C@H](Cc2c(c3c([C@@H]1OC(=O)c1ccccc1)cc(OC)c(OC)c3OC)c(OC)c1OCOc1c2)C)C,,536.577,4.958,9,1,101.91,5,0,1,0,3,3,0,0,0,0,COc1cc2c(c(OC)c1OC)-c1c(cc3c(c1OC)OCO3)C[C@H](C)[C@](C)(O)[C@H]2OC(=O)c1ccccc1,"[(8S,9S,10S)-9-hydroxy-3,4,5,19-tetramethoxy-9,10-dimethyl-15,17-dioxatetracyclo[10.7.0.02,7.014,18]nonadeca-1(19),2,4,6,12,14(18)-hexaen-8-yl] benzoate",C30H32O9,,,,FALSE,TRUE,FALSE
O[Si](O)(O)O,,96.114,-2.6088,4,4,80.92,0,0,1,0,0,0,0,0,0,0,,,,14942,H4O4Si,silicic acid,FALSE,FALSE,TRUE
Oc1c(C(=O)/C=C/c2ccc(O)cc2)ccc(O)c1,,256.257,2.6995,4,3,77.76,2,0,1,0,0,0,0,1,1,0,O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O,"(E)-1-(2,4-dihydroxyphenyl)-3-(4-hydroxyphenyl)prop-2-en-1-one",C15H12O4,,,,FALSE,TRUE,FALSE
Oc1c(C(C)(C)C=C)cc(c(OC)c1)/C=C/C(=O)c1ccc(O)cc1,,338.403,4.4661,4,2,66.76,2,0,1,0,0,0,0,1,1,0,C=CC(C)(C)c1cc(/C=C/C(=O)c2ccc(O)cc2)c(OC)cc1O,(E)-3-[4-hydroxy-2-methoxy-5-(2-methylbut-3-en-2-yl)phenyl]-1-(4-hydroxyphenyl)prop-2-en-1-one,C21H22O4,,,,FALSE,TRUE,FALSE
Oc1c(C(C[C@H]([C@@]2(O3)OC(O4)(CC5)c6c3cccc6C5=O)O)=O)c2c4cc1,,366.325,2.1232,7,2,102.29,6,0,1,0,3,2,1,0,0,0,O=C1CCC23Oc4ccc(O)c5c4[C@](Oc4cccc1c42)(O3)[C@H](O)CC5=O,,C20H14O7,,,,FALSE,TRUE,FALSE
Oc1c(C(C[C@H]([C@@]2(O3)OC4(O5)c6c3cccc6C(O)CC4)O)=O)c2c5cc1,,368.341,1.9739,7,3,105.45,6,0,1,0,4,2,2,0,0,0,O=C1C[C@@H](O)[C@]23Oc4cccc5c4C(CCC5O)(Oc4ccc(O)c1c42)O3,,C20H16O7,,,,FALSE,TRUE,FALSE
Oc1c(C[C@H]2[C@]3([C@@H](C(CCC3)(C)C)CCC2=C)C)cc(O)cc1,,314.469,5.4391,2,2,40.46,3,0,1,0,3,3,0,0,0,0,C=C1CC[C@@H]2C(C)(C)CCC[C@@]2(C)[C@@H]1Cc1cc(O)ccc1O,"2-[[(1R,4aR,8aR)-5,5,8a-trimethyl-2-methylidene-3,4,4a,6,7,8-hexahydro-1H-naphthalen-1-yl]methyl]benzene-1,4-diol",C21H30O2,,,,FALSE,TRUE,FALSE
Oc1c([C@H]([C@@H]2[C@H]([C@@]3(O4)OC(O5)(CC6)c7c4cccc7C6=O)O2)O)c3c5cc1,,366.325,1.9903,7,2,97.75,7,0,1,0,5,4,1,0,0,0,O=C1CCC23Oc4ccc(O)c5c4[C@](Oc4cccc1c42)(O3)[C@@H]1O[C@@H]1[C@@H]5O,,C20H14O7,,,,FALSE,TRUE,FALSE
Oc1c(c2c(c(O)ccc2O)C(=O)C)c(O)ccc1C(=O)C,,302.282,2.5812,6,4,115.06,2,0,1,0,0,0,0,0,0,0,CC(=O)c1ccc(O)c(-c2c(O)ccc(O)c2C(C)=O)c1O,"1-[3-(2-acetyl-3,6-dihydroxyphenyl)-2,4-dihydroxyphenyl]ethanone",C16H14O6,,,,FALSE,TRUE,FALSE
Oc1c(c2cc(CC=C)ccc2O)cc(CC=C)cc1,,266.34,4.2218,2,2,40.46,2,0,1,0,0,0,0,0,0,0,C=CCc1ccc(O)c(-c2cc(CC=C)ccc2O)c1,2-(2-hydroxy-5-prop-2-enylphenyl)-4-prop-2-enylphenol,C18H18O2,,,,FALSE,TRUE,FALSE
Oc1c2CN3[C@@H](Cc2ccc1OC)c1c(CC3)cc(OC)c(O)c1,,327.38,2.7705,5,2,62.16,4,0,1,0,1,1,0,0,0,0,COc1cc2c(cc1O)[C@@H]1Cc3ccc(OC)c(O)c3CN1CC2,"(13aS)-3,10-dimethoxy-6,8,13,13a-tetrahydro-5H-isoquinolino[2,1-b]isoquinoline-2,9-diol",C19H21NO4,,,,FALSE,TRUE,FALSE
